id,popularity,video,vote_count,vote_average,title,release_date,original_language,original_title,backdrop_path,adult,overview,poster_path
767,82.374,0,13611,7.7,해리 포터와 혼혈 왕자,2009-07-15,en,Harry Potter and the Half-Blood Prince,https://image.tmdb.org/t/p/w500/kT8bDEAgEYBKhRJtqM97qTw6uRW.jpg,0,어둠의 세력이 더욱 강력해져 머글 세계와 호그와트까지 위협해온다. 위험한 기운을 감지한 덤블도어 교수는 다가올 전투에 대비하기 위해 해리 포터와 함께 대장정의 길을 나선다. 볼드모트를 물리칠 수 있는 유일한 단서이자 그의 영혼을 나누어 놓은 7개의 호크룩스를 파괴하는 미션을 수행해야만 하는 것! 또한 덤블도어 교수는 호크룩스를 찾는 기억여행에 결정적 도움을 줄 슬러그혼 교수를 호그와트로 초청한다.,https://image.tmdb.org/t/p/w500/fHfnrfpQXt91XN4XBh9DMDFuYdq.jpg
770,18.685,0,2711,8.0,바람과 함께 사라지다,1972-12-23,en,Gone with the Wind,https://image.tmdb.org/t/p/w500/ft8WRF2xqEwwGWa59naDUybKTAx.jpg,0,"옛 전통과 관습에 묻혀 살아가는 미국 남부. 그러나 북부가 노예 제도를 폐지하고 이를 남부에도 강요하자 두 지역은 남북전쟁이란 소용돌이에 휘말린다. 아름다운 미모와 당당한 성격으로 마을 청년들의 선망의 대상이 되던 스칼렛 오하라는 애슐리 윌크스를 사랑하고 있었다. 그러나 그녀가 사랑하는 애슐리는 멜라니와 결혼을 해버리고 화가 난 스칼렛은 자신의 여동생이 좋아하는 멜라니의 남동생 찰스와 결혼을 한다. 얼마 후 애슐리와 찰스는 입대를 하게 되고, 결국 찰스는 전사하고 마는데...",https://image.tmdb.org/t/p/w500/qJ6vUqgUbZjogqxvkvc86SkObN0.jpg
792,20.227,0,2878,7.7,플래툰,1987-07-04,en,Platoon,https://image.tmdb.org/t/p/w500/cLybNkD3CtoNv1ifvN2i9xlmufK.jpg,0,"크리스 타일러(찰리 쉰)는 대학 생활의 권태로움에서 벗어나 영웅의 모습을 꿈꾸며 자원 입대해 월남전에 참가한다. 그러나 전쟁의 참혹함과 인간의 양면성, 전우들 사이의 갈등을 목격을 목격하고 정신적 충격을 받는다. 동료들이 죽어가는 현실 속에서 반즈 중사(톰 베린저)와 일라이어스 분대장(웰렘 데포)은 반목하게 되고, 이것을 이유로 반즈 중사는 일라이어스를 베트콩 지역에서 참혹하게 죽도록 놔둔다. 크리스는 직접 보지는 못했지만 반즈의 짓임을 알고, 킹(케이스 데이빗), 프랜시스(코리 글로버) 등과 반즈의 처치 여부를 놓고 의논하는 것을 반즈가 엿듣는데...",https://image.tmdb.org/t/p/w500/2yLt2UPs7ivdkbG1bosBuuQYTF1.jpg
805,19.98,0,2472,7.8,악마의 씨,2019-07-11,en,Rosemary's Baby,https://image.tmdb.org/t/p/w500/6nO4rj2K9p8eqTqTmsidVdYQGKr.jpg,0,"로즈메리(미아 패로우)는 배우인 남편 가이(존 카사베츠)와 맨하탄의 중산층 아파트에 이주한다. 평화로워 보이는 이 아파트에서 이들은 이웃의 친절한 노부부와 가까워져 함께 많은 시간을 보낸다. 그러던 중, 로즈메리가 화장실에서 만났던 한 여자가 의문의 죽음을 당하는 일이 발생하고, 로즈메리는 악몽을 꾼 뒤 임신하게 된다.  [스포일러] 그녀가 임신을 하면서 산부인과 의사를 통해 믿기 어려운 사실들을 알게 되는데, 그 뒤로도 그녀 주위에는 불길한 여러 사건이 일어나게 된다. 더구나 이웃에 사는 노부부도 점차 로즈메리를 궁지에 몰아넣는다. 그 와중에 그 아파트가 악마숭배자들의 소굴이고, 남편 가이가 스타가 되기 위해 악마와 계약을 맺었으며, 심지어 로즈메리가 잉태한 아기가 악마의 씨앗이라는 사실이 밝혀진다.",https://image.tmdb.org/t/p/w500/ex1GrOsN3G7eQ5hoPIQaAz7bWDk.jpg
807,31.723,0,14071,8.3,세븐,1995-11-11,en,Se7en,https://image.tmdb.org/t/p/w500/i5H7zusQGsysGQ8i6P361Vnr0n2.jpg,0,"은퇴를 7일 앞둔 관록의 형사 윌리엄 소머셋(모건 프리먼)과 새로 전근 온 신참내기 형사 밀스(브래드 피트)가 팀이 된 바로 다음날, 강압에 의해 위가 찢어질 때까지 먹다가 죽은 초고도 비만 남자와 역시 강압에 의해 식칼로 자기 살을 베어내 죽은 악덕 변호사의 사건과 마주한다. 식탐, 탐욕, 그리고 나태, 분노, 교만, 욕정, 시기. 소머셋은 현장에 남은 흔적들로 단테의 신곡과 쵸서의 캔터베리 서사시를 근거로 한 기나긴 연쇄 살인이 시작되었음을 직감하고 성서의 7가지 죄악을 따라 발생하는 사건들을 추적하기 시작하는데...",https://image.tmdb.org/t/p/w500/9DyIU9bbm5FchHhFwQxiU82xf2O.jpg
808,75.098,0,11472,7.6,슈렉,2001-07-06,en,Shrek,https://image.tmdb.org/t/p/w500/2l5UHZBcp9cx1PwKLdisJ0gV9jB.jpg,0,"성 밖 늪지대에 사는 엄청나게 못생기고 무지무지 큰 괴물 슈렉. 지저분한 진흙으로 샤워를 즐기고 동화책은 화장실 휴지 삼아 쓰는 그는 혼자만의 시간을 즐긴다.  그러던 어느 날, 자신만의 고요한 안식처에 백설공주, 신데렐라, 빗자루를 타고 다니는 마녀, 피리부는 아저씨, 피터팬, 피노키오 등등.. 동화속의 주인공들이 모두 쳐들어온다. 그 중에서도 가장 귀찮은 건 쉴새없이 떠들어대는 당나귀 덩키. 알고보니 얼굴이 몸의 반을 차지하는 1m도 안되는 숏다리 파콰드영주가 동화속의 주인공들을 다 쫓아낸것. 결국 슈렉은 파콰드영주와 담판을 지으러 떠난다.  하지만 일은 이상하게 꼬여 결국 파콰드영주 대신 불뿜는 용의 성에 갇힌 피오나 공주를 구하러 떠나게 되는데..",https://image.tmdb.org/t/p/w500/iB64vpL3dIObOtMZgX3RqdVdQDc.jpg
812,40.009,0,8387,7.6,알라딘,1993-07-03,en,Aladdin,https://image.tmdb.org/t/p/w500/5OeY4U2rzePxWq2rkqMajUx2gz7.jpg,0,"원숭이 아부와 함께 살아가는 아그라바의 좀도둑 알라딘은 어느 날 궁궐을 탈출한 술탄의 딸 자스민에게 한눈에 반한다. 술탄의 자리를 노리는 사악한 마법사 자파는 알라딘을 눈여겨보고 그에게 마법의 램프를 가져다주면 부자로 만들어 주겠다고 말한다. 동굴에 들어가서 램프를 찾던 알라딘은 도중에 동굴이 무너지는 바람에 갇히게 된다.  위기에 빠진 알라딘은 램프의 요정 지니와 마법 양탄자의 도움으로 동굴에서 탈출한다. 지니의 주인이 된 알라딘은 지니를 램프에서 구해주겠다고 약속하고, 지니의 힘을 빌어 왕자로 변신해 자스민에게 청혼하기 위해 아그라바로 돌아오는데...",https://image.tmdb.org/t/p/w500/dNqpfCTQjUDRDGsaaAP6kdVAS8M.jpg
824,14.581,0,3281,7.6,물랑 루즈,2001-10-26,en,Moulin Rouge!,https://image.tmdb.org/t/p/w500/19TLetNUXW9PjggtZBxr9lInTqL.jpg,0,"1899년 파리. 지상에서 가장 화려한 세계, 물랑 루즈 카바레의 최고의 뮤지컬 가수 샤틴(니콜 키드먼)은 사랑을 얻기보다는 돈을 얻는게 더 나은 또는 더 안전하고 확실한 것으로 생각한다. 하지만 한편으로는 진정한 배우가 되기를 꿈꾸기도 한다. 신분 상승과 성공을 위해 투자자를 구하던 샤틴은 우연히 사랑을 찾아 몽마르트로 흘러온 영국의 낭만파 시인 크리스티앙(이완 맥그리거)을 만나게 된다. 샤틴에게서 운명적 사랑을 느낀 크리스티앙은 그녀가 있는 물랑 루즈라는 신비의 세계에 발을 들여놓는다. 하지만 그 둘 사이에 거역할 수 없는 슬픈 운명이 서서히 다가오는데...",https://image.tmdb.org/t/p/w500/oTJn5I4Fs4TFKOH2nyXGx4IkGmV.jpg
826,16.199,0,1238,7.8,콰이강의 다리,1981-04-10,en,The Bridge on the River Kwai,https://image.tmdb.org/t/p/w500/EcQKZcVYZ8EjK3eN1quPvkMrL9.jpg,0,2차 대전 중 타이의 열대밀림 속에 위치한 일본군 포로수용소에 영국군 공병대가 포로로 잡혀온다. 일본군은 포로들을 이용하여 콰이강에 다리를 건설할 계획을 세운다. 그러나 포로수용소장 사이토 대령(하야카와 세스수에 분)과 영국군 공병 대장 니콜슨 대령(알렉 기네스 분)은 투철한 군인 정신과 진실한 인간성의 갈등으로 마찰을 빚는다. 니콜슨 중령은 영웅적인 지도력으로 사이토 대령을 심리적으로 누르고 콰이강의 다리 공사를 독단으로 해낸다. 마침내 콰이강의 다리 건설은 급진전되고 영국군 유격대는 폭파 작전을 감행하는데...,https://image.tmdb.org/t/p/w500/jFcrLMr3inwxVmMA61r8qvhaufP.jpg
843,13.285,0,1237,8.1,화양연화,2000-10-20,cn,花樣年華,https://image.tmdb.org/t/p/w500/n4GJFGzsc7NinI1VeGDXIcQjtU2.jpg,0,"홍콩의 지역 매일 신문 편집장인 초 모완, 수출회사의 비서로 근무하는 수 리첸. 둘은 상하이 지역의 한 건물로 같은 날 이사하게 된다. 이사 날부터 의도치 않게 오가며 자주 부딪히게 되는 두 사람. 둘 다 가정이 있지만 어쩐지 배우자들은 자리를 비우는 날이 더 많고 두 사람의 외로움은 서로에게 낯설지 않게 다가와 둘을 가깝게 한다. 두 사람은 점점 감정이 깊어질수록 겉으로는 더욱 조심스러워지고 예견되어 있는 이별 앞에 마음이 혼란스럽고... 서로의 자리에서 마음으로 바라는 그들의 사랑은 애절하기만 하다.",https://image.tmdb.org/t/p/w500/mjkr1IamzDiL5mLIbnuhiYOXLqg.jpg
857,34.238,0,10961,8.2,라이언 일병 구하기,1998-09-12,en,Saving Private Ryan,https://image.tmdb.org/t/p/w500/hjQp148VjWF4KjzhsD90OCMr11h.jpg,0,1944년 6월 6일 노르망디 상륙 작전. 오마하 해변에 대기하고 있던 병사들은 한치 앞도 내다볼 수 없는 긴장된 상황에 두려움을 감출 수 없다. 노르망디 해변을 응시하는 밀러 대위와 가장 어려운 임무를 수행해야할 두려움에 지친 그의 대원들. 몇 번의 죽을 고비를 넘기고 맡은 바 임무를 완수하지만 3형제가 전사하고 적진에서 실종된 유일한 생존자인 막내 라이언 일병을 위한 미 행정부의 특별한 임무를 맡게 된다.단 한명의 목숨을 구하기 위해 여덟 명이 위험을 감수해야할 상황에서 대원들은 과연 라이언 일병 한 명의 생명이 그들 여덟 명의 생명보다 더 가치가 있는 것인지 끊임없는 혼란에 빠지는데...,https://image.tmdb.org/t/p/w500/2ATMbU4EljWkWcEJT9TElbQOMYY.jpg
862,67.529,0,13155,7.9,토이 스토리,1995-12-30,en,Toy Story,https://image.tmdb.org/t/p/w500/3Rfvhy1Nl6sSGJwyjb0QiZzZYlB.jpg,0,"카우보이 인형 우디는 꼬마 주인인 앤디의 가장 사랑받는 장난감이다. 그러나 어느날 버즈라는 새로운 장난감이 등장한다.  버즈는 최신형 장난감으로 레이저 빔 등의 첨단장비를 갖추고 있으나, 버즈는 자신이 장난감임을 인식하지 못하고 자신이 우주에서 온 전사이며 자신이 갖춘 장비로 하늘을 날 수 있다고 믿고 있다. 버즈의 허상을 상처받지 않고 인식시켜 주려는 우디와 친구들. 그러나 뜻밖의 사고가 일어난다. 옆집 개에게 버즈가 납치당하고 이런 버즈를 구하기 위해 우디와 친구들은 구조대를 조직해 버즈를 구하러 가는데...",https://image.tmdb.org/t/p/w500/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg
863,56.373,0,9869,7.6,토이 스토리 2,1999-12-18,en,Toy Story 2,https://image.tmdb.org/t/p/w500/91qfG6VaxRsCh1SbIi1w2vxknsL.jpg,0,앤디가 카우보이 캠프에 간 동안 앤디의 어머니는 벼룩 시장을 열고 앤디의 장난감 중 위지가 팔려가게 될 운명이 되자 우디가 위지를 구하러 간다. 그러나 우디(톰 행크스)는 토이 수집가 알에게 유괴당한다. 우디는 원래 제시(조앤 큐잭)와 스팅키와 한 세트로 셋이 모이면 일본의 토이 박물관에 갈 수 있다. 알은 우디를 새 것처럼 고쳐주고 제시와 스팅키는 우디와 함께 박물관으로 갈 것을 우디에게 요청한다. 앤디와 친구들을 생각하며 처음엔 거절했으나 우디는 그들과 함께 박물관으로 가기로 한다. 그러나 이 사실을 모르는 버즈와 토이 친구들은 구조대를 결성해 우디를 구하러 가는데...,https://image.tmdb.org/t/p/w500/yFWQkz2ynjwsazT6xQiIXEUsyuh.jpg
871,22.706,0,2160,7.6,혹성탈출,1969-09-25,en,Planet of the Apes,https://image.tmdb.org/t/p/w500/rwekorxSeHksBgyLRj2rJnkuYHw.jpg,0,"지구 시각 2673년 3월 26일, 삭막해진 세상에 모든 미련을 버린 테일러 일행을 태운 우주선이 1년 6개월만에 어느 행성의 바다에 불시착한다. 그들은 이곳이 지구에서 320광년 떨어져 있고, 오리온좌의 태양 주위를 돌고 있는 어느 이름 모를 행성으로 추측한다.  행성의 생명체 유무를 위해 사막 위의 긴나긴 탐사 여행을 하던 그들은 곧 원시인의 무리를 발견하지만, 곧 말을 타고 총을 쏘아대는 원숭이들 무리에 쫓기게 된다. 이 행성은 바로 원숭이들의 지배 하에 있었고, 인간의 모습과 거의 비슷한 원시인들은 야생 동물처럼 살고 있었다.",https://image.tmdb.org/t/p/w500/hjRLPGCbADVsSaa26pdjV0qlSjt.jpg
914,16.834,0,2089,8.4,위대한 독재자,1988-11-19,en,The Great Dictator,https://image.tmdb.org/t/p/w500/7jTgJ24UPkWeb5zzH7ihs554xVy.jpg,0,"세계대전에서 패배한 토매니아국에 힌켈이라는 독재자가 나타나 악명을 떨친다. 한편, 힌켈과 닮은꼴 외모의 이발사 찰리는 국가의 유태인 탄압정책으로 인해 곤경에 처하지만 병사로 참전했던 전쟁에서 우연히 구해줬던 슐츠 장교의 도움을 받아 위기를 모면한다. 독재자 힌켈의 악행은 갈수록 도를 더해가고, 찰리는 유태인 수용소에 끌려가게 되지만 기지를 부려 탈옥에 성공한다. 하지만 이발사와 똑같은 얼굴을 한 힌켈이 탈옥범으로 오해 받아 감옥에 잡혀 들어가게 되는데…",https://image.tmdb.org/t/p/w500/uw26mSTaA10hg2yuQfNaFLSeY3h.jpg
1018,20.227,0,3955,7.9,멀홀랜드 드라이브,2001-11-30,en,Mulholland Drive,https://image.tmdb.org/t/p/w500/pLvH5txR35Yi0IK9fOwjR0cD9Kj.jpg,0,헐리웃 스타의 꿈을 안고 LA에 온 베티(나오미 왓츠)는 멀홀랜드 드라이브에서 일어난 자동차 사고로 이름조차 기억하지 못하는 리타(로라 해링)를 만나 그녀가 기억을 되찾을 수 있도록 도와준다. 베티의 적극적인 도움으로 단서를 찾아가던 리타는 한 카페의 여종업원 명찰에서 다이안이라는 이름을 보고 어떤 것을 떠올리게 된다. 베티는 이 이름이 분명 리타와 관계된 사람의 이름일 것이라 말하며 다이안이라는 인물을 찾기 시작한다. 마침내 다이안의 집을 찾아간 두 여인. 그러나 그들은 곧 상상을 초월하는 끔찍한 비밀을 발견하게 되는데...,https://image.tmdb.org/t/p/w500/gRS4yRRuhQmg2kBZPPIpzUpljwc.jpg
1124,24.082,0,10808,8.2,프레스티지,2006-11-02,en,The Prestige,https://image.tmdb.org/t/p/w500/yCnJT53HMXAK87xzPAdjdYhZ3JE.jpg,0,"로버트 앤지어(휴 잭맨)는 상류층 집안에서 자란 쇼맨십이 강한 마술사. 반면 고아로 사람들과 잘 어울리지 못하는 알프레드 보든(크리스찬 베일)은 아이디어를 남들에게 보여 줄 배짱은 없지만 누구보다도 뛰어난 재능을 가진 천재이다. 두 사람은 서로를 아끼는 친구이자 선의의 경쟁자. 그러나 그들이 최고라 자부했던 수중 마술이 실패로 돌아가면서 두 사람은 철천지 원수로 돌변한다. 상대방 마술의 비밀을 캐내려 경쟁을 벌이는 가운데, 로버트는 알프레드의 비밀을 알아내기 위해 자신의 조수이자 사랑하는 여인 올리비아(스칼렛 요한슨)를 알프레드에게 접근하게 만든다.",https://image.tmdb.org/t/p/w500/aE4PR92KPazsbZKEha06roRoXgv.jpg
1280,17.428,0,672,7.8,빈집,2004-10-15,ko,빈집,https://image.tmdb.org/t/p/w500/4OKNk7Im1hF0KHYuWgkqocvYpB7.jpg,0,"빈 집에 갇힌 여자와 빈 집을 여는 남자  태석은 오토바이를 타고 집집을 돌며 열쇠구멍에 전단지를 붙인다. 그리고 오랫동안 전단지가 떨어져 나가지 않은 집을 열고 들어가 얼마간을 살고 나온다. 그렇게 살아가고 있던 태석은 어느 한 빈 집에서 멍 투성이의 한 여자를 만난다. 남편의 집착과 소유욕 때문에 피폐해지고 망가진 채로 유령처럼 살아가는 여자 선화. 하지만 태석은 그녀를 남겨둔 채 서둘러 집을 빠져 나온다.  그러나 자신을 데려가 주길 바라는 것 같던 선화의 공허한 눈빛을 떨쳐버릴 수가 없던 태석은 다시 그녀의 빈 집으로 돌아간다. 그리고 그곳에서 태석은 남편의 강제적인 탐닉에 몸부림치며 괴로워하는 선화를 보고야 만다. 참을 수 없는 광경 앞에 태석은 그만 손에 잡힌 3번 아이언 골프채를 휘둘러 선화를 구해 도망친다.  태석이 그래왔던 것처럼 함께 전단지를 붙이고 빈집을 찾아 들며 지내는 두 사람. 새로 들르는 집마다 마치 늘 살아왔던 것처럼 어질러진 빈집을 치우고 망가진 물건들을 고쳐놓는 태석을 보며 선화는 처음으로 자신이 비어있지 않은 집에 있는 것 같은 따스함을 느낀다. 태석 역시 조금씩 웃음을 찾아가는 선화를 보며 그녀에게 점점 끌리게 된다. 액체가 섞이듯 어느 사이엔가 서로의 아픔과 외로움을 느끼게 된 두 사람은 서로에 대한 사랑을 확인하게 된다.  그런 어느 날, 우연히 찾아 든 빈 집에서 싸늘히 버려진 노인의 시체를 발견하게 된 두 사람은 정성껏 장례를 치러주고 남겨진 빈 집에서 행복한 시간을 꿈꾼다. 그러나 노인의 아들이 들이닥치고 두 사람은 경찰에 연행된다. 선화의 신원을 파악한 경찰은 태석에게 납치와 살인, 무단 가택 침입이라는 혐의를 씌운다. 돈으로 형사와 깡패를 매수한 민규 앞에 처절히 무너지는 태석과 반항도 못하고 집으로 끌려온 선화. 태석은 어떻게든 선화에게 돌아가려 하고 선화 역시 태석을 찾아 지난 날의 빈 집들을 찾아 나서는데…",https://image.tmdb.org/t/p/w500/wcwY1c35pgcXM9j1YsOm6wUREov.jpg
1394,8.145,0,277,8.0,노스텔지아,1996-02-10,ru,Nostalghia,https://image.tmdb.org/t/p/w500/z0ZAEC2aZuflzua3HOSygVzE6Jq.jpg,0,"세상을 구원하기 위해 타오르는 두 개의 불꽃, 18세기에 유학 온 러시아의 음악가 소스노프스키의 생애를 연구하기 위해 이탈리아를 방문한 러시아의 작가 안드레이 고르차코프. 그는 통역을 맡은 이탈리아 여인인 유제니아의 안내를 받으며 그의 여정을 되밟는다. 러시아에 대해 많은 관심을 갖고 있는 유제니아는 그를 유혹하지만 안드레이 고르차코프에게 있어서 그녀의 존재는 고향에 대한 고통스런 향수를 불러일으키는 존재일 뿐이다.  그러던 중 안드레이는 곧 세상의 종말이 오며 세상을 구원하기 위해서는 자신이 희생되어야 하고, 동시에 두 곳에서 불을 밝혀야 한다고 말하는 도메니코를 만나게 된다. 도메니코는 안드레이에게 또 다른 하나의 불을 밝혀줄 것을 부탁하며 촛불을 건넨다. 혼동스러워진 안드레이는 이탈리아의 여행을 마치고 러시아로 돌아갈 것을 결심한다.  이때 유제니아로부터 전화가 걸려오고, 안드레이는 도메니코가 로마의 광장에서 연설을 하고 있다는 사실을 알게 되는데...",https://image.tmdb.org/t/p/w500/p6NFP61Ga03mPlcGoimKgruwRqb.jpg
1417,26.647,0,7666,7.7,판의 미로: 오필리아와 세개의 열쇠,2006-11-30,es,El laberinto del fauno,https://image.tmdb.org/t/p/w500/8DvqkylyOAHumZGuE2Euq9TfRxA.jpg,0,"먼 옛날 인간들은 모르던 지하 왕국, 행복과 평화로 가득 찬 환상의 세계에 공주가 있었다. 햇빛과 푸른 하늘이 그리웠던 공주는 인간 세계로의 문을 열고 만다. 하지만 너무나 눈부신 햇살에 공주는 기억을 잃은 채로 죽어갔다.  꿈 많은 소녀 오필리아는 만삭인 엄마와 함께 군인인 새아버지의 부대 저택으로 이사를 간다. 하지만 자신을 못마땅해 하는 냉혹한 새아버지에게 두려움을 느끼는 데다, 신비한 숲으로 둘러싸인 저택의 이상한 분위기에 잠을 못 이루던 오필리아에게 요정이 나타난다. 신비로운 모습에 이끌린 오필리아는 요정을 따라 미로로 들어가게 되고 거기서 판이라는 기괴한 요정을 만나는데...",https://image.tmdb.org/t/p/w500/dsaQY07ioldk1fpEqm394slWepM.jpg
1422,27.521,0,10376,8.2,디파티드,2006-11-23,en,The Departed,https://image.tmdb.org/t/p/w500/9RuC3UD6mNZ0p1J6RbfJDUkQ03i.jpg,0,남부 보스턴 매사추세츠 주 경찰청은 프랭크 코스텔로가 이끄는 막강한 세력을 지닌 보스턴 최대 범죄조직망을 일망타진하기 위해 신참 경찰 빌리 코스티건을 조직에 침투시킨다. 빌리가 경찰 뱃지를 반납하고 보스턴 길거리를 떠돌다 코스텔로의 신임을 얻기 위해 애쓰는 동안 또 다른 신참 콜린 설리반은 경찰청 내에서 승승장구하여 특별 수사반에 배치된다. 특별 수사반의 임무 역시 코스텔러를 제거하는 것. 그러나 사실 콜린은 경찰청에 투입된 코스텔로의 첩자. 경찰청의 동태를 사전에 코스텔로에게 알리는 게 그의 진짜 임무였던 것이다.,https://image.tmdb.org/t/p/w500/jaaYn5iY0s9vwcm8oOhxKBWYW6U.jpg
1726,76.037,0,19382,7.6,아이언맨,2008-04-30,en,Iron Man,https://image.tmdb.org/t/p/w500/A1m5BJznmmsDyj25AnhDyFbBSJJ.jpg,0,"천재적인 두뇌와 재능으로 세계 최강의 무기업체를 이끄는 CEO이자, 타고난 매력으로 셀러브리티 못지않은 화려한 삶을 살아가던 억만장자 토니 스타크. 아프가니스탄에서 자신이 개발한 신무기 발표를 성공리에 마치고 돌아가던 그는 게릴라군의 갑작스런 공격에 의해 가슴에 치명적인 부상을 입고 게릴라군에게 납치된다. 가까스로 목숨을 건진 그에게 게릴라군은 자신들을 위한 강력한 무기를 개발하라며 그를 위협한다. 그러나 그는 게릴라군을 위한 무기 대신, 탈출을 위한 무기가 장착된 철갑수트를 몰래 만드는 데 성공하고, 그의 첫 수트인 Mark 1를 입고 탈출에 성공한다.",https://image.tmdb.org/t/p/w500/318YNPBDdt4VU1nsJDdImGc8Gek.jpg
1786,9.718,0,393,7.5,굿바이 칠드런,1989-12-24,fr,Au revoir les enfants,https://image.tmdb.org/t/p/w500/mQC9OxFBGKJmk4tgzpmKO1nIZx5.jpg,0,"2차 세계대전 중 파리 근교의 중학교에 새 학기가 시작된다. 12살의 ‘줄리앙’은 엄마와 눈물로 헤어지고 기숙사에 들어와 새로 전학 온 ‘장 보네’와 침대를 나란히 쓰게 된다. 보네는 영리하며 피아노 연주를 무척 잘했지만 말이 적고 비밀스러워 보여 친구들에게 괴롭힘을 당한다. 그러던 어느 날 산 속에서 보물 찾기를 하다가 둘만 무리와 떨어져 함께 산 속을 방황한 사건 이후 둘은 절친한 사이가 된다. 하지만 시간이 지나면서 줄리앙은 보네가 유태인이고 학교에 숨어 있는 것이라는 사실을 알게 되는데, 어느 날 학교로 게슈타포가 찾아와 검문을 시작한다.",https://image.tmdb.org/t/p/w500/m6JaCp4IHikkm6A5hwXTtgopYzD.jpg
1891,32.792,0,12193,8.4,스타워즈 에피소드 5: 제국의 역습,1997-04-26,en,The Empire Strikes Back,https://image.tmdb.org/t/p/w500/dMZxEdrWIzUmUoOz2zvmFuutbj7.jpg,0,"제국군은 데스스타를 잃은 뒤에도 여전히 강력한 화력으로 반란군을 수세로 몰아넣었고, 반란군은 게릴라전을 위해 얼음으로 뒤덮인 행성 호스에 은신한다. 하지만 결국 제국군에 의해 호스의 반란군 기지마저 탄로나게 되고, 일행은 필사적으로 호스를 탈출해 다시 정처없는 피난길에 오른다. 반란군의 피난길에 함께 오르던 루크는 포스의 영이 된 오비완으로부터 제다이 마스터 요다를 찾아가라는 메시지를 받고 요다가 있는 정글 행성 대고바로 향한다. 루크는 요다를 만나 제다이가 되기 위한 훈련을 시작하고 솔로 일행은 제국군을 따돌리기 위해 옛 친구 랜도를 찾아가는데...",https://image.tmdb.org/t/p/w500/icaO5w8uLVm4JxMew71JJrQE2YX.jpg
1892,30.468,0,10392,8.0,스타워즈 에피소드 6: 제다이의 귀환,1983-07-14,en,Return of the Jedi,https://image.tmdb.org/t/p/w500/iP2tEA2A77qhbhRfcFkiD6WFOqH.jpg,0,"루크와 그의 일행은 우주해적 자바 더 헛에게 잡혀간 한 솔로를 구하기 위해 그들의 본거지이자 그의 고향행성인 타투인으로 향한다. 한편 제국군은 반란군을 멸하기 위해 엔도 행성의 상공에서 두 번째 데스스타를 건조하기 시작한다. 이제 포스의 모든 것을 터득한 루크가 정면으로 도전해 자바 일당을 물리치고 한을 무사히 구출해 낸다. 데고바로 돌아간 루크는 뜻하지 않게 요다의 임종을 맞이하게 되고, 그 자리에서 베이더와의 관계와 함께 또 다른 비밀인 자신의 쌍둥이 누이에 대하여 전해 듣게 되는데...",https://image.tmdb.org/t/p/w500/qUA5lGAXzgr9UDKvUreiLOGa9fM.jpg
1904,20.618,0,1922,7.7,게이샤의 추억,2006-02-02,en,Memoirs of a Geisha,https://image.tmdb.org/t/p/w500/zJDnqXtGNHUmexiaWNa52Vslve5.jpg,0,"신비로운 푸른 회색빛 눈동자를 지닌 소녀 ‘치요’는 가난 때문에 언니와 함께 교토로 팔려가게 된다. 자신이 게이샤가 될 줄은 꿈에도 몰랐지만 그녀를 시기하여 함정에 몰아넣는 ‘하츠모모’(공리)에게 겪은 갖은 수모 속에서 유일하게 친절을 가르쳐준 회장(와타나베 켄)을 마음에 담고 게이샤가 되고 싶다는 희망을 품게 된다. 마침내 그녀를 수제자로 선택한 마메하(양자경)에게 안무, 음악, 미술, 화법 등 다방면에 걸친 혹독한 교육을 받고 최고의 게이샤 ‘사유리’(장쯔이)로 사교계에 화려하게 데뷔한다.  은근히 그녀를 사모하는 기업가 노부(야쿠쇼 코지)와 남작을 비롯한 많은 사람의 구애도 거절한 채 회장을 향한 사랑을 지켜가던 사유리. 하지만 더욱 집요해진 하츠모모의 질투와 전쟁의 혼란 속에서도 회장을 사랑하는 마음을 잃지 않았던 사유리는 게이샤란 세상의 모든 아름다움을 가질 순 있어도 사랑만큼은 선택할 수 없다는 사실을 깨닫게 되는데…",https://image.tmdb.org/t/p/w500/x5TcCkbDohhFBpGZSos4x7secFx.jpg
